usuarios_concurrentes,uso_ancho_banda,latencia_red,capacidad_servidor,riesgo_qos
33.84118384715338,28.87399269841793,8.69369399242479,63.65284251350408,16.30112524539339
52.59001067191458,51.96297796247991,2.61096948537192,51.86058422107179,50.00000000000003
21.668698115898675,69.7459013220753,2.4164356468896555,61.672361368805106,28.793361316713533
22.254322828336793,32.55950057667693,3.9418934340683114,35.21735098466734,16.045050773411585
24.743816230975707,49.12983407684114,2.941061563093728,61.69434032921133,31.462755785851993
69.10555359117492,52.73509570808422,4.50562867260526,74.18664957624391,50.00000000000003
9.293915884417023,57.69952158555354,3.01977843219736,41.29371914581084,21.38422566031245
26.017227508698358,44.055358552239596,5.135244716420224,43.70953081567626,30.17014545592396
52.38443133514682,66.32312357441714,3.8625254475148427,45.43305719758392,46.19381793579254
56.874408122546036,47.79292420716787,1.6215725637426868,31.673642750246096,26.095076236947538
36.54638754002089,52.259679645374895,2.8578395433184784,31.73869449996794,17.303119446372374
55.89242901340472,68.48769191599806,5.568567603648407,39.43261471750926,50.00000000000003
17.910164308881956,46.08149869584797,2.0822405398948045,85.76262946112105,15.709500272442014
23.9764677406737,87.32221523952943,3.980136262838088,35.634930346475144,19.95038186024024
82.47431722490226,46.174530173037894,4.207510740019249,34.078704088420196,50.485696941056
65.91407149200832,43.339462382240235,5.117335197705368,67.17241332050925,50.0
25.25592922136015,73.31898074444912,6.336341042687124,39.52173235921596,80.8285515529581
31.795660405869153,51.54690998712207,9.269445062920381,61.12180282395185,50.000000000000014
40.42434007147872,48.41356811362352,1.6834488533500085,91.89476448494689,19.064307471511782
66.9777081460263,59.71823358739755,7.036782636832477,68.25763824703412,49.999999999999986
33.76277268891436,32.73473802277465,5.24985338677847,39.65780465571359,16.28526145718244
14.73427313093874,32.66446366337455,1.926814497950007,73.50431077708697,15.555555555555541
50.41078242683441,16.610234713335657,4.420023563031626,62.40894442082193,50.00000000000001
83.29149796822615,53.15527580264186,6.118433492474091,78.29574066074153,78.268957578965
10.322979428188965,59.907509265833006,3.5875129512144532,84.46049669039994,18.98746939341147
83.266874840986,30.109931557070837,1.4130696050284801,29.493137631303057,15.555555555555541
28.468121417478915,34.63314791932935,1.8613709759101351,53.63940190957699,15.555555555555541
44.54594437912053,54.991731351829735,7.042018586336723,51.70748371817617,50.00000000000002
74.2824539061336,55.94130801775028,1.746469892987417,68.40224571046079,50.0
72.01415938867444,69.81687737408066,4.997383616515087,61.94815778826307,50.000000000000014
65.58320952498542,42.463788757566235,2.0476943933650613,12.25333587451367,19.886758089753563
54.28456714502046,44.24312473174037,8.107925707080673,50.27021648903294,49.99999999999999
54.40833713920874,61.440037531663066,2.9401816993978196,61.53822435826915,50.000000000000014
30.074157635783,27.70786324188702,7.882404096397007,70.25991687036837,17.02358039963846
66.43334407434622,59.2470513108808,1.688631376864719,55.41047869034611,49.99999999999997
38.075065087888646,59.72892758697924,7.806039311725739,46.08377756365488,49.999999999999986
41.630880249507946,79.2864114550223,5.922899350634775,67.86678512799982,49.99999999999998
63.2624710930583,66.75030583380203,4.4062101011660255,33.78544960298085,50.00000000000003
48.483053114076085,74.93703212783876,4.959679760112908,32.511691220233224,50.000000000000036
78.39602946506702,51.90802572171503,3.009643599999669,67.54969137241798,49.999999999999964
44.59079811967413,79.14940525811996,0.9327299159639315,46.39204029041407,34.82138218087578
34.88132941101835,22.82806288216117,4.7478349640687165,91.01750340706138,16.51391218850124
48.54876765008869,73.9430241577009,1.097514913981579,50.85901727225999,43.826564536445616
49.71411556637693,37.668408602528366,2.850046059195186,90.46446787710806,19.92861433224341
20.960689397841996,36.18959104184994,1.6588038385312296,66.35097778768642,15.555555555555541
30.277452143065652,44.49707200269215,4.565039568361877,57.50486205411678,39.21797689936483
17.09366444885404,32.94202485814455,2.8882981794540745,69.38724290883243,16.12074765509979
71.92139710094322,45.376738991416005,1.0400937593894652,38.49159955674061,27.454706658563165
49.18290312240272,45.3308869519024,6.142572818447089,74.1667362161206,52.43320831593661
41.15582373545701,54.94762818464961,4.2051107026829095,66.70748848588077,49.99999999999999
34.75399811516362,43.30302536399088,3.172782619185779,89.9860046220533,18.01145714434514
3.3194214860129376,59.79225973071341,1.8947761545752126,89.49796115707281,15.555555555555541
11.125211472515527,38.79225765670702,4.234254706259414,55.68013655661507,32.60127084943987
11.321057645985343,52.204057601003285,3.479270754657451,74.20308898929245,34.471345969860096
38.31720927395932,40.37359008065188,2.960030389951402,95.2979999940129,17.529569756901097
8.841796435398502,63.41291394152396,5.926084356883053,52.22664295924816,50.00000000000003
41.049876491253166,55.00482663096087,7.483784005891882,75.61673140462787,70.51267623320508
29.872820217084673,61.33169688636662,2.3076389390693306,75.06998482872777,24.04299072671196
72.68134517369444,43.151006549814255,5.440651647320911,42.430548831501206,50.00000000000006
38.06598123030644,31.02874133523617,5.672061138320591,37.02723800905172,17.190861417025488
7.202319012639665,46.9796959371494,1.9277171073387895,49.84157457876769,24.80772183885121
35.697392770374606,27.7486493209101,4.421677645532079,38.05941119264041,16.68382649269392
18.65619405036998,65.7995319238676,6.0201065080349,35.95837179623202,28.805347091697655
33.0693141952024,55.490574255364834,5.2471185534991305,74.69809394910504,50.000000000000036
9.435290018928336,44.36087823537809,4.644854582910043,60.454124151806035,39.15647798622498
73.88634452458658,99.25236000327013,2.981754803858786,45.355235959325256,51.2076013100065
14.653728795607323,54.61601721961887,2.007736885000583,71.61613145064169,25.87439822062774
13.05909619179074,87.4412453818189,5.8331568916317575,48.078319975257685,50.000000000000064
14.791598334005851,59.28083418299415,5.074631448375123,35.69330998868458,29.1756731083951
67.69637698035812,51.71162203738159,3.9450855993722582,81.91202513743389,50.000000000000036
59.445830012968294,55.39688186585176,3.6998471844520866,84.8526559902498,50.00000000000002
